29	36	30	37	26	44	48	27	39	75	64	45	68	44	53	44	55	59	39	83	
15	23	12	19	27	23	36	43	42	37	36	35	28	42	45	74	60	75	23	24	
26	19	25	95	73	64	33	64	35	30	24	30	45	34	32	62	78	36	30	60	
42	61	40	55	35	41	31	50	44	51	62	32	27	66	55	46	25	44	65	45	
36	23	36	33	24	44	25	38	26	36	21	33	39	30	54	36	40	36	41	30	
19	25	24	22	28	32	23	22	35	24	21	40	54	34	39	38	41	40	77	61	
18	39	28	21	26	36	42	34	21	35	37	38	42	38	29	29	27	50	44	NaN	
20	29	24	29	34	25	35	29	28	27	49	28	38	24	22	52	33	31	71	65	
39	55	18	30	26	28	34	28	28	71	51	46	27	59	57	64	64	45	46	46	
34	25	24	30	26	27	24	71	52	41	58	48	70	92	56	58	44	56	36	27	
47	40	34	30	28	31	28	47	20	24	24	17	27	33	55	60	36	39	32	31	
30	33	29	42	28	45	71	33	41	39	34	30	31	57	62	24	67	33	51	38	
29	21	26	30	55	30	49	34	20	40	28	17	27	84	35	39	56	30	41	41	
16	15	24	17	39	48	51	47	46	36	83	37	78	62	58	30	41	35	90	61	
36	23	26	15	19	28	45	48	52	50	60	71	72	43	23	40	33	35	47	48	
55	27	44	40	34	18	50	53	31	46	45	22	28	32	26	26	39	27	28	30	
34	22	36	32	57	35	23	30	28	38	25	22	24	27	40	74	80	78	48	69	
36	27	60	28	25	39	17	34	35	25	46	34	39	91	33	32	21	51	38	66	
16	23	31	27	27	21	46	38	27	32	31	38	59	51	82	73	56	38	63	NaN	
16	26	28	33	64	51	37	41	30	24	29	41	34	41	54	59	61	65	39	51	
24	33	29	30	51	53	31	31	48	81	56	44	65	39	26	62	50	80	48	46	
17	33	29	25	35	48	34	43	41	37	37	27	44	47	48	49	53	26	50	30	
35	36	23	33	33	35	28	48	66	44	45	28	29	27	24	31	85	25	33	37	
49	34	35	41	43	40	45	66	25	33	59	39	37	45	63	91	78	85	34	45	
36	37	35	46	40	59	49	32	37	53	38	34	36	54	31	33	27	46	48	69	
32	23	40	19	38	55	28	26	21	29	69	28	61	71	27	24	40	25	40	37	
23	28	25	19	22	26	26	27	31	27	29	42	79	34	51	40	40	34	51	29	
23	19	27	27	18	13	24	51	39	65	28	34	30	57	34	48	47	40	42	34	
26	21	39	29	20	34	72	42	30	59	59	52	49	37	29	61	52	77	44	50	
33	32	51	38	28	42	51	35	35	53	32	63	33	73	56	81	70	46	30	37	
27	23	30	28	40	23	28	34	31	52	48	48	23	48	33	51	28	25	58	59	
48	71	44	60	57	59	40	36	32	45	29	84	68	46	77	78	47	24	63	30	
22	25	40	45	34	24	27	27	57	36	25	35	34	51	44	30	40	27	31	39	
30	27	72	21	22	28	18	43	35	20	22	38	78	35	17	64	65	35	42	33	
22	34	28	33	29	33	31	31	50	17	39	51	43	48	52	46	53	19	50	37	
27	40	28	25	26	23	40	43	22	21	50	40	43	48	42	36	41	69	30	31	
43	31	34	29	21	43	20	72	24	37	47	21	38	28	37	35	41	41	45	77	
20	19	21	26	46	25	32	25	42	26	34	55	34	44	20	83	46	32	20	31	
18	42	22	31	30	46	26	31	24	88	30	25	26	30	37	21	35	40	47	43	
39	54	21	23	42	44	34	47	60	80	67	33	42	76	57	36	48	31	79	38	
31	26	39	29	41	36	28	33	30	43	43	29	19	35	47	33	28	28	30	31	
38	64	19	23	42	42	36	37	59	34	36	49	47	25	76	61	69	47	61	39	
35	14	21	36	20	42	23	20	25	38	25	38	37	28	39	51	52	43	26	38	
96	37	26	27	34	51	37	29	41	24	47	81	51	87	32	57	27	54	32	48	
25	29	23	27	18	29	17	27	30	43	39	39	51	33	38	35	27	39	90	41	
25	35	40	39	81	41	30	20	64	59	44	64	37	29	73	NaN	24	59	68	47	
21	22	62	46	44	28	30	33	43	35	37	45	37	40	44	22	24	40	28	31	
27	18	24	16	29	68	45	37	24	33	23	41	46	34	36	17	23	26	22	55	
30	27	29	37	26	37	34	51	32	35	33	31	39	38	20	31	42	33	42	28	
31	32	18	37	29	22	36	22	25	33	32	57	24	25	23	23	21	28	52	97	
32	41	20	39	39	21	44	30	27	69	75	40	83	53	64	39	29	41	45	54	
27	24	37	27	34	29	59	49	48	46	42	55	52	24	31	57	28	23	39	45	
39	30	27	26	58	49	29	42	36	36	38	51	81	47	27	38	52	39	59	48	
47	56	33	48	20	32	35	54	36	72	43	52	54	84	35	40	25	21	46	44	
27	28	27	26	28	54	34	38	44	27	54	47	61	52	54	18	53	46	85	82	
23	18	29	38	30	22	19	28	40	57	27	52	30	36	24	34	37	67	55	59	
36	52	27	26	31	41	28	42	56	35	35	42	76	31	21	38	52	33	53	37	
39	39	48	38	36	40	25	28	45	30	27	34	37	39	51	39	79	61	65	44	
57	39	50	33	41	18	28	50	26	48	20	26	49	42	17	35	62	28	43	NaN	
70	58	65	38	33	31	63	28	38	35	43	33	25	16	57	33	34	36	34	71	
20	55	32	27	25	32	29	31	35	74	52	40	60	32	58	74	53	31	22	29	
19	22	42	87	30	42	47	64	50	24	58	45	44	45	37	41	41	34	50	61	
21	16	22	15	18	19	29	28	37	35	57	60	38	39	64	58	67	36	29	53	
33	33	39	54	22	57	44	39	43	65	41	35	27	37	36	28	48	46	40	84	
46	23	19	24	52	67	62	58	28	28	39	35	32	42	60	49	84	67	89	83	
32	50	39	30	35	36	30	31	42	43	48	39	20	47	34	58	34	48	59	75	
30	25	16	32	21	34	26	26	22	64	43	33	41	34	59	54	51	25	50	56	
41	26	44	31	37	38	60	43	37	42	56	23	31	58	79	36	76	28	25	31	
26	35	58	33	30	22	36	43	46	44	42	46	42	32	45	38	44	59	44	36	
32	35	39	31	25	26	27	41	29	31	42	25	23	29	24	34	56	48	36	35	
18	44	38	23	21	32	21	35	49	19	27	45	53	48	31	41	73	75	69	61	
37	45	34	34	36	46	40	26	38	53	50	40	40	32	25	31	40	51	56	68	
35	32	29	21	23	37	38	41	32	43	56	64	45	78	53	NaN	23	28	40	37	
17	25	23	24	19	30	19	27	47	21	35	30	31	34	37	23	42	33	47	39	
39	16	19	29	50	42	47	49	43	56	64	41	45	57	47	69	65	50	58	31	
39	25	19	28	34	32	33	61	39	36	42	38	47	26	44	23	48	26	32	18	
31	19	21	35	67	46	55	52	34	66	27	40	41	41	37	63	21	60	37	55	
27	71	26	23	44	42	25	27	42	34	25	21	21	22	43	49	27	37	52	45	
29	40	24	61	36	22	63	38	44	48	39	27	36	53	38	57	61	20	34	65	
39	54	33	31	59	36	31	28	45	33	24	51	48	75	71	60	69	64	45	48	
53	24	20	24	17	18	33	43	40	33	31	42	45	84	59	41	73	51	58	47	
37	19	36	23	38	25	56	31	26	22	56	61	68	36	66	60	29	48	44	64	
36	16	38	28	24	15	17	21	24	37	43	37	38	28	63	42	52	25	29	36	
51	23	22	32	23	46	36	44	19	29	26	19	37	43	28	39	35	86	29	35	
19	51	41	32	26	27	30	29	41	49	30	33	51	30	36	41	75	52	61	29	
49	32	36	35	27	39	41	31	28	49	28	38	43	29	16	25	47	30	48	68	
26	20	25	27	29	38	37	33	32	39	64	55	27	45	39	28	44	36	NaN	81	
42	17	27	33	21	23	33	39	52	38	42	34	32	42	47	66	24	30	32	25	
35	61	21	64	38	34	52	36	32	36	27	42	36	30	38	27	23	28	45	37	
