0 NaN
1 NaN
2 172 -104
3 405 -104
4 NaN
5 NaN
6 NaN
7 NaN
8 579 -104
9 NaN
10 NaN
11 206 -104
12 NaN
13 NaN
14 578 -104
15 694 -104
16 NaN
17 NaN
18 NaN
19 NaN
20 NaN
21 NaN
22 89 104
23 NaN
24 NaN
25 NaN
26 362 104
27 NaN
28 1568 -104
29 NaN
30 240 -104
31 NaN
32 NaN
33 NaN
34 NaN
35 NaN
36 676 -104
37 475 104
38 NaN
39 NaN
40 NaN
41 NaN
42 NaN
43 NaN
44 141 -104
45 NaN
46 NaN
47 NaN
48 NaN
49 NaN
50 NaN
51 NaN
52 15 104
53 NaN
54 NaN
55 496 104
56 1633 104
57 188 104
58 320 -104
59 NaN
60 324 -104
61 NaN
62 NaN
63 1597 104
64 NaN
65 NaN
66 NaN
67 118 104
68 5656 104
69 NaN
70 NaN
71 NaN
72 76 104
73 1808 104
74 NaN
75 NaN
76 NaN
77 NaN
78 NaN
79 NaN
80 NaN
81 NaN
82 896 -104
83 40 -104
84 NaN
85 1325 -104
86 NaN
87 NaN
88 344 104
89 NaN
90 NaN
91 NaN
92 NaN
93 NaN
94 NaN
95 NaN
96 NaN
97 NaN
98 460 104
99 557 104
