0 611 -104
1 126 -104
2 92 -104
3 178 -104
4 32 -104
5 83 -104
6 149 104
7 111 104
8 169 -104
9 218 -104
10 90 104
11 58 104
12 333 104
13 287 -104
14 610 104
15 127 104
16 114 104
17 113 104
18 19 104
19 87 -104
20 169 104
21 94 104
22 182 -104
23 57 -104
24 10 -104
25 11 -104
26 19 104
27 432 -104
28 18 -104
29 159 104
30 271 -104
31 251 -104
32 401 -104
33 84 -104
34 568 104
35 14 104
36 155 104
37 106 -104
38 37 104
39 125 -104
40 48 -104
41 374 -104
42 226 104
43 82 -104
44 193 -104
45 874 104
46 261 -104
47 300 -104
48 56 104
49 224 104
50 142 -104
51 133 104
52 33 -104
53 56 -104
54 31 104
55 151 -104
56 35 -104
57 202 -104
58 44 -104
59 46 104
60 169 104
61 363 104
62 98 -104
63 112 104
64 131 -104
65 56 104
66 108 -104
67 23 104
68 349 104
69 68 -104
70 314 104
71 104 104
72 425 -104
73 162 104
74 70 104
75 282 104
76 263 104
77 37 -104
78 274 104
79 476 -104
80 103 -104
81 28 104
82 56 104
83 143 104
84 238 -104
85 261 -104
86 20 -104
87 93 104
88 239 -104
89 516 104
90 64 104
91 1530 -104
92 446 104
93 293 -104
94 200 104
95 104 -104
96 229 104
97 81 -104
98 16 104
99 210 104
