0 NaN
1 NaN
2 NaN
3 NaN
4 NaN
5 NaN
6 NaN
7 NaN
8 NaN
9 NaN
10 NaN
11 NaN
12 NaN
13 7275 -104
14 NaN
15 NaN
16 NaN
17 NaN
18 1116 -104
19 NaN
20 NaN
21 NaN
22 NaN
23 NaN
24 NaN
25 NaN
26 NaN
27 NaN
28 NaN
29 NaN
30 NaN
31 NaN
32 NaN
33 NaN
34 NaN
35 NaN
36 NaN
37 NaN
38 NaN
39 NaN
40 NaN
41 NaN
42 6041 104
43 NaN
44 NaN
45 6710 104
46 NaN
47 NaN
48 NaN
49 NaN
50 NaN
51 NaN
52 NaN
53 NaN
54 NaN
55 NaN
56 NaN
57 657 -104
58 5373 -104
59 NaN
60 NaN
61 NaN
62 NaN
63 NaN
64 NaN
65 NaN
66 NaN
67 NaN
68 NaN
69 NaN
70 NaN
71 NaN
72 NaN
73 NaN
74 4749 104
75 NaN
76 NaN
77 5439 -104
78 NaN
79 NaN
80 NaN
81 NaN
82 NaN
83 NaN
84 NaN
85 NaN
86 1012 104
87 6343 -104
88 NaN
89 NaN
90 NaN
91 1941 104
92 NaN
93 NaN
94 4002 -104
95 NaN
96 NaN
97 NaN
98 NaN
99 NaN
