0	0.6301923076923077
1	0.7829807692307692
2	0.8667307692307693
3	0.913653846153846
4	0.9413461538461543
5	0.9599038461538462
6	0.9702884615384607
7	0.9782692307692306
8	0.9831730769230757
9	0.9869230769230759
10	0.9899038461538457
11	0.992596153846153
12	0.9942307692307685
13	0.9955769230769227
14	0.996634615384615
15	0.9970192307692304
16	0.9975961538461536
17	0.997980769230769
18	0.9982692307692305
19	0.9987499999999998
20	0.9990384615384614
21	0.999326923076923
22	0.9994230769230767
23	0.9995192307692307
24	0.9995192307692307
25	0.9996153846153846
26	0.9997115384615384
27	0.9997115384615384
28	0.9998076923076923
29	0.9998076923076923
30	0.9998076923076923
31	1.0
32	1.0
33	1.0
34	1.0
35	1.0
36	1.0
37	1.0
38	1.0
39	1.0
40	1.0
41	1.0
42	1.0
43	1.0
44	1.0
45	1.0
46	1.0
47	1.0
48	1.0
49	1.0
50	1.0
51	1.0
52	1.0
53	1.0
54	1.0
55	1.0
56	1.0
57	1.0
58	1.0
59	1.0
60	1.0
61	1.0
62	1.0
63	1.0
64	1.0
65	1.0
66	1.0
67	1.0
68	1.0
69	1.0
70	1.0
71	1.0
72	1.0
73	1.0
74	1.0
75	1.0
76	1.0
77	1.0
78	1.0
79	1.0
80	1.0
81	1.0
82	1.0
83	1.0
84	1.0
85	1.0
86	1.0
87	1.0
88	1.0
89	1.0
90	1.0
91	1.0
92	1.0
93	1.0
94	1.0
95	1.0
96	1.0
97	1.0
98	1.0
99	1.0
