0 NaN
1 NaN
2 3180 0
3 NaN
4 15 0
5 NaN
6 5358 0
7 NaN
8 NaN
9 11 0
10 2636 0
11 28 0
12 NaN
13 NaN
14 NaN
15 6485 0
16 NaN
17 NaN
18 NaN
19 15 0
20 NaN
21 NaN
22 NaN
23 1069 0
24 NaN
25 NaN
26 NaN
27 NaN
28 10 0
29 NaN
30 1412 0
31 7 0
32 NaN
33 4884 0
34 NaN
35 4549 0
36 NaN
37 3390 0
38 NaN
39 NaN
40 1253 0
41 NaN
42 167 0
43 11 0
44 65 0
45 NaN
46 NaN
47 8 0
48 1183 0
49 NaN
50 221 0
51 NaN
52 NaN
53 NaN
54 925 0
55 NaN
56 43 0
57 NaN
58 44 0
59 NaN
60 NaN
61 1615 0
62 5882 0
63 NaN
64 181 0
65 NaN
66 1879 0
67 NaN
68 NaN
69 3360 0
70 NaN
71 NaN
72 1721 0
73 NaN
74 NaN
75 820 0
76 NaN
77 5 0
78 3583 0
79 NaN
80 NaN
81 NaN
82 NaN
83 NaN
84 NaN
85 NaN
86 NaN
87 NaN
88 1479 0
89 NaN
90 NaN
91 NaN
92 NaN
93 NaN
94 NaN
95 NaN
96 NaN
97 634 0
98 660 0
99 NaN
