0 NaN
1 NaN
2 NaN
3 3730 0
4 4191 0
5 1185 0
6 NaN
7 NaN
8 NaN
9 NaN
10 NaN
11 4480 0
12 NaN
13 NaN
14 7147 0
15 NaN
16 3725 0
17 NaN
18 7043 0
19 NaN
20 NaN
21 1389 0
22 NaN
23 NaN
24 NaN
25 1277 0
26 NaN
27 NaN
28 NaN
29 NaN
30 4167 0
31 4487 0
32 NaN
33 NaN
34 1824 0
35 NaN
36 NaN
37 NaN
38 NaN
39 NaN
40 NaN
41 NaN
42 118 0
43 NaN
44 NaN
45 NaN
46 5450 0
47 7006 0
48 NaN
49 463 0
50 NaN
51 NaN
52 NaN
53 1725 0
54 NaN
55 NaN
56 NaN
57 3031 0
58 NaN
59 NaN
60 NaN
61 NaN
62 1853 0
63 NaN
64 NaN
65 NaN
66 125 0
67 NaN
68 NaN
69 4830 0
70 4126 0
71 NaN
72 5168 0
73 NaN
74 NaN
75 NaN
76 NaN
77 NaN
78 NaN
79 3387 0
80 NaN
81 1825 0
82 NaN
83 NaN
84 NaN
85 NaN
86 5466 0
87 NaN
88 NaN
89 NaN
90 16 0
91 NaN
92 NaN
93 NaN
94 NaN
95 2395 0
96 2793 0
97 3902 0
98 5001 0
99 897 0
