0 NaN
1 NaN
2 NaN
3 NaN
4 NaN
5 5743 0
6 NaN
7 5130 0
8 NaN
9 NaN
10 NaN
11 NaN
12 NaN
13 NaN
14 NaN
15 440 0
16 3923 0
17 NaN
18 NaN
19 898 0
20 NaN
21 NaN
22 NaN
23 NaN
24 NaN
25 NaN
26 643 0
27 7443 0
28 5073 0
29 6220 0
30 NaN
31 NaN
32 NaN
33 1860 0
34 NaN
35 3506 0
36 NaN
37 NaN
38 1586 0
39 NaN
40 NaN
41 NaN
42 NaN
43 4054 0
44 NaN
45 NaN
46 NaN
47 NaN
48 5643 0
49 110 0
50 2414 0
51 NaN
52 NaN
53 NaN
54 1289 0
55 NaN
56 4123 0
57 NaN
58 2634 0
59 NaN
60 NaN
61 NaN
62 NaN
63 382 0
64 176 0
65 NaN
66 7542 0
67 NaN
68 NaN
69 NaN
70 6065 0
71 NaN
72 1478 0
73 1314 0
74 NaN
75 NaN
76 NaN
77 4704 0
78 1660 0
79 NaN
80 1563 0
81 7153 0
82 4078 0
83 NaN
84 NaN
85 NaN
86 5894 0
87 NaN
88 3614 0
89 7483 0
90 NaN
91 3604 0
92 NaN
93 1299 0
94 1193 0
95 5119 0
96 NaN
97 NaN
98 NaN
99 299 0
