0 NaN
1 NaN
2 1040 0
3 NaN
4 1130 0
5 2408 0
6 NaN
7 79 0
8 2133 0
9 5265 0
10 NaN
11 NaN
12 NaN
13 81 0
14 6391 0
15 2422 0
16 NaN
17 4822 0
18 3169 0
19 NaN
20 NaN
21 NaN
22 536 0
23 NaN
24 NaN
25 4478 0
26 NaN
27 692 0
28 2340 0
29 1190 0
30 550 0
31 NaN
32 69 0
33 6951 0
34 2075 0
35 1796 0
36 5141 0
37 NaN
38 5285 0
39 1417 0
40 3448 0
41 6206 0
42 1819 0
43 4580 0
44 304 0
45 3081 0
46 4950 0
47 NaN
48 1847 0
49 NaN
50 NaN
51 NaN
52 NaN
53 NaN
54 NaN
55 3841 0
56 125 0
57 NaN
58 NaN
59 2961 0
60 276 0
61 7550 0
62 4593 0
63 485 0
64 NaN
65 NaN
66 1205 0
67 NaN
68 352 0
69 NaN
70 NaN
71 NaN
72 3595 0
73 3297 0
74 2463 0
75 4539 0
76 NaN
77 3219 0
78 4164 0
79 NaN
80 4854 0
81 5615 0
82 3462 0
83 7373 0
84 6912 0
85 5092 0
86 NaN
87 3545 0
88 6077 0
89 NaN
90 NaN
91 NaN
92 49 0
93 NaN
94 NaN
95 753 0
96 1355 0
97 NaN
98 NaN
99 6004 0
