0 NaN
1 4983 0
2 NaN
3 2596 0
4 1784 0
5 4549 0
6 1845 0
7 1827 0
8 NaN
9 6595 0
10 2716 0
11 NaN
12 4383 0
13 NaN
14 196 0
15 3525 0
16 NaN
17 6283 0
18 NaN
19 4472 0
20 1814 0
21 879 0
22 7033 0
23 NaN
24 NaN
25 4910 0
26 3548 0
27 NaN
28 1693 0
29 NaN
30 1591 0
31 NaN
32 2727 0
33 NaN
34 5574 0
35 NaN
36 5401 0
37 NaN
38 NaN
39 7547 0
40 3350 0
41 2667 0
42 NaN
43 NaN
44 3397 0
45 NaN
46 1435 0
47 NaN
48 6399 0
49 473 0
50 3946 0
51 3984 0
52 1347 0
53 3185 0
54 NaN
55 NaN
56 NaN
57 1429 0
58 NaN
59 NaN
60 286 0
61 4384 0
62 NaN
63 3170 0
64 6317 0
65 5941 0
66 NaN
67 1643 0
68 2394 0
69 NaN
70 NaN
71 NaN
72 32 0
73 2900 0
74 3780 0
75 571 0
76 2515 0
77 NaN
78 NaN
79 6724 0
80 2615 0
81 NaN
82 5156 0
83 3162 0
84 NaN
85 4244 0
86 1323 0
87 NaN
88 NaN
89 6502 0
90 NaN
91 NaN
92 4398 0
93 NaN
94 NaN
95 5216 0
96 NaN
97 881 0
98 3746 0
99 848 0
