0 NaN
1 1063 0
2 845 0
3 3640 0
4 2082 0
5 6202 0
6 NaN
7 NaN
8 NaN
9 281 0
10 NaN
11 2658 0
12 NaN
13 NaN
14 4551 0
15 NaN
16 NaN
17 533 0
18 1784 0
19 5131 0
20 131 0
21 3060 0
22 NaN
23 2190 0
24 NaN
25 NaN
26 939 0
27 820 0
28 4883 0
29 5685 0
30 4493 0
31 388 0
32 NaN
33 5430 0
34 3131 0
35 225 0
36 NaN
37 NaN
38 NaN
39 3059 0
40 NaN
41 7328 0
42 NaN
43 2742 0
44 6190 0
45 6732 0
46 NaN
47 418 0
48 1757 0
49 630 0
50 6518 0
51 201 0
52 3666 0
53 NaN
54 435 0
55 1641 0
56 NaN
57 NaN
58 NaN
59 4479 0
60 7670 0
61 NaN
62 NaN
63 5470 0
64 4470 0
65 1011 0
66 3790 0
67 1920 0
68 NaN
69 NaN
70 839 0
71 2790 0
72 NaN
73 NaN
74 NaN
75 2545 0
76 NaN
77 NaN
78 3111 0
79 NaN
80 NaN
81 NaN
82 NaN
83 5455 0
84 3433 0
85 1562 0
86 NaN
87 3359 0
88 NaN
89 926 0
90 NaN
91 5062 0
92 NaN
93 NaN
94 4283 0
95 1798 0
96 7611 0
97 NaN
98 1356 0
99 2436 0
