0 NaN
1 368 0
2 6674 0
3 3085 0
4 NaN
5 920 0
6 6455 0
7 1210 0
8 NaN
9 4447 0
10 1092 0
11 3172 0
12 3469 0
13 2775 0
14 NaN
15 3570 0
16 3606 0
17 1605 0
18 1679 0
19 NaN
20 888 0
21 NaN
22 NaN
23 6823 0
24 792 0
25 599 0
26 669 0
27 NaN
28 1328 0
29 NaN
30 NaN
31 5769 0
32 5206 0
33 3980 0
34 4671 0
35 NaN
36 157 0
37 4509 0
38 5738 0
39 1105 0
40 NaN
41 5806 0
42 NaN
43 NaN
44 NaN
45 6353 0
46 3814 0
47 4232 0
48 NaN
49 2203 0
50 NaN
51 NaN
52 4769 0
53 NaN
54 NaN
55 NaN
56 NaN
57 NaN
58 NaN
59 4149 0
60 1719 0
61 3231 0
62 2009 0
63 NaN
64 7637 0
65 NaN
66 NaN
67 2814 0
68 731 0
69 NaN
70 3919 0
71 291 0
72 1686 0
73 2993 0
74 2940 0
75 NaN
76 NaN
77 NaN
78 NaN
79 3317 0
80 128 0
81 1217 0
82 3302 0
83 377 0
84 3179 0
85 NaN
86 4813 0
87 NaN
88 NaN
89 1163 0
90 NaN
91 NaN
92 NaN
93 4595 0
94 2641 0
95 NaN
96 NaN
97 NaN
98 NaN
99 NaN
