0 NaN
1 NaN
2 6488 0
3 NaN
4 2324 0
5 1303 0
6 7005 0
7 6128 0
8 2254 0
9 1185 0
10 2609 0
11 NaN
12 4823 0
13 NaN
14 NaN
15 1669 0
16 2743 0
17 NaN
18 NaN
19 NaN
20 4282 0
21 NaN
22 1277 0
23 4053 0
24 5228 0
25 4131 0
26 1456 0
27 2899 0
28 1015 0
29 483 0
30 1060 0
31 NaN
32 6826 0
33 4998 0
34 2708 0
35 1292 0
36 4381 0
37 1330 0
38 6309 0
39 NaN
40 2078 0
41 NaN
42 NaN
43 NaN
44 265 0
45 6350 0
46 2209 0
47 NaN
48 NaN
49 NaN
50 421 0
51 3855 0
52 5209 0
53 NaN
54 6118 0
55 NaN
56 NaN
57 NaN
58 904 0
59 NaN
60 3757 0
61 7083 0
62 3765 0
63 NaN
64 NaN
65 NaN
66 1787 0
67 NaN
68 NaN
69 4866 0
70 1957 0
71 5873 0
72 7343 0
73 NaN
74 7527 0
75 999 0
76 401 0
77 NaN
78 6480 0
79 1126 0
80 5563 0
81 NaN
82 NaN
83 NaN
84 3925 0
85 1564 0
86 3348 0
87 1231 0
88 3742 0
89 6912 0
90 NaN
91 6856 0
92 884 0
93 951 0
94 2266 0
95 NaN
96 NaN
97 2881 0
98 281 0
99 NaN
