0 NaN
1 NaN
2 4815 0
3 2274 0
4 NaN
5 5339 0
6 NaN
7 NaN
8 1328 0
9 513 0
10 1529 0
11 NaN
12 NaN
13 5690 0
14 NaN
15 4165 0
16 NaN
17 NaN
18 NaN
19 NaN
20 NaN
21 NaN
22 NaN
23 2570 0
24 NaN
25 NaN
26 NaN
27 7536 0
28 1353 0
29 NaN
30 NaN
31 NaN
32 3004 0
33 NaN
34 NaN
35 3431 0
36 231 0
37 NaN
38 4762 0
39 267 0
40 NaN
41 NaN
42 NaN
43 NaN
44 NaN
45 NaN
46 NaN
47 NaN
48 2288 0
49 7074 0
50 2008 0
51 NaN
52 3995 0
53 5811 0
54 NaN
55 NaN
56 NaN
57 NaN
58 5992 0
59 NaN
60 3656 0
61 NaN
62 NaN
63 NaN
64 3722 0
65 NaN
66 NaN
67 1107 0
68 4663 0
69 4062 0
70 NaN
71 5855 0
72 NaN
73 NaN
74 4742 0
75 NaN
76 2544 0
77 2515 0
78 1369 0
79 2716 0
80 NaN
81 5225 0
82 NaN
83 NaN
84 NaN
85 NaN
86 NaN
87 NaN
88 5206 0
89 NaN
90 2307 0
91 NaN
92 NaN
93 NaN
94 NaN
95 7212 0
96 NaN
97 NaN
98 6923 0
99 2358 0
