0 NaN
1 NaN
2 2104 0
3 NaN
4 NaN
5 NaN
6 NaN
7 NaN
8 NaN
9 4933 0
10 NaN
11 NaN
12 NaN
13 NaN
14 NaN
15 1530 0
16 1995 0
17 2303 0
18 NaN
19 NaN
20 3696 0
21 NaN
22 NaN
23 3065 0
24 NaN
25 NaN
26 232 0
27 2587 0
28 NaN
29 NaN
30 NaN
31 5411 0
32 NaN
33 NaN
34 NaN
35 5667 0
36 NaN
37 428 0
38 NaN
39 NaN
40 NaN
41 5748 0
42 NaN
43 NaN
44 NaN
45 3729 0
46 NaN
47 1960 0
48 NaN
49 NaN
50 NaN
51 NaN
52 NaN
53 NaN
54 NaN
55 NaN
56 NaN
57 139 0
58 NaN
59 NaN
60 NaN
61 4738 0
62 NaN
63 3117 0
64 NaN
65 NaN
66 1633 0
67 849 0
68 NaN
69 4444 0
70 NaN
71 3031 0
72 NaN
73 NaN
74 861 0
75 NaN
76 NaN
77 5757 0
78 NaN
79 NaN
80 NaN
81 2893 0
82 NaN
83 NaN
84 NaN
85 NaN
86 7739 0
87 NaN
88 1272 0
89 NaN
90 NaN
91 NaN
92 NaN
93 NaN
94 302 0
95 NaN
96 7654 0
97 5445 0
98 NaN
99 NaN
