104 253 0.05 -163.9375 32 34 38 1
104 253 0.05 -174.4375 44 24 36 1
104 253 0.05 -156.875 27 22 55 1
104 253 0.05 -169.0 30 25 49 1
104 253 0.05 -154.875 43 45 16 1
104 253 0.05 -163.125 26 39 39 1
104 253 0.05 -141.1875 44 43 17 1
104 253 0.05 -165.5625 38 42 24 1
104 253 0.05 -185.75 16 35 53 1
104 253 0.05 -164.125 46 48 10 1
104 253 0.05 -165.375 36 27 41 1
104 253 0.05 -137.0625 27 51 26 1
104 253 0.05 -201.9375 49 24 31 1
104 253 0.05 -205.9375 40 18 46 1
104 253 0.05 -163.5625 32 36 36 1
104 253 0.05 -152.875 42 30 32 1
104 253 0.05 -170.625 41 29 34 1
104 253 0.05 -168.6875 42 19 43 1
104 253 0.05 -190.5 29 9 66 1
104 253 0.05 -151.875 25 46 33 1
104 253 0.05 -186.5 19 34 51 1
104 253 0.05 -146.0 36 46 22 1
104 253 0.05 -170.5625 38 33 33 1
104 253 0.05 -182.125 43 32 29 1
104 253 0.05 -183.875 48 20 36 1
104 253 0.05 -156.0 35 29 40 1
104 253 0.05 -148.0 19 46 39 1
104 253 0.05 -171.875 46 33 25 1
104 253 0.05 -163.0 38 34 32 1
104 253 0.05 -151.3125 38 27 39 1
104 253 0.05 -180.875 26 30 48 1
104 253 0.05 -154.8125 36 40 28 1
104 253 0.05 -158.0625 60 35 9 1
104 253 0.05 -162.5 25 34 45 1
104 253 0.05 -155.875 30 29 45 1
104 253 0.05 -160.125 14 55 35 1
104 253 0.05 -163.875 41 37 26 1
104 253 0.05 -166.0 42 41 21 1
104 253 0.05 -153.625 14 38 52 1
104 253 0.05 -163.25 50 33 21 1
104 253 0.05 -165.125 22 50 32 1
104 253 0.05 -141.5 14 57 33 1
104 253 0.05 -172.9375 56 31 17 1
104 253 0.05 -165.0625 30 36 38 1
104 253 0.05 -147.4375 30 47 27 1
104 253 0.05 -173.75 42 32 30 1
104 253 0.05 -189.5 45 19 40 1
104 253 0.05 -148.625 34 49 21 1
104 253 0.05 -142.0 44 24 36 1
104 253 0.05 -158.75 53 45 6 1
104 253 0.05 -199.0 65 17 22 1
104 253 0.05 -178.3125 33 35 36 1
104 253 0.05 -155.5 36 34 34 1
104 253 0.05 -169.75 27 23 54 1
104 253 0.05 -148.5625 16 53 35 1
104 253 0.05 -143.875 42 43 19 1
104 253 0.05 -170.75 47 47 10 1
104 253 0.05 -161.3125 63 21 20 1
104 253 0.05 -136.75 30 40 34 1
104 253 0.05 -161.875 40 42 22 1
104 253 0.05 -161.0 50 39 15 1
104 253 0.05 -183.75 57 22 25 1
104 253 0.05 -158.0625 27 47 30 1
104 253 0.05 -184.5625 51 32 21 1
104 253 0.05 -151.0625 31 30 43 1
104 253 0.05 -151.1875 24 33 47 1
104 253 0.05 -178.1875 60 25 19 1
104 253 0.05 -165.5625 46 25 33 1
104 253 0.05 -147.0625 47 37 20 1
104 253 0.05 -174.0625 53 22 29 1
104 253 0.05 -177.0 46 28 30 1
104 253 0.05 -150.125 37 50 17 1
104 253 0.05 -172.75 29 25 50 1
104 253 0.05 -157.75 17 57 30 1
104 253 0.05 -144.375 7 62 35 1
104 253 0.05 -172.6875 37 24 43 1
104 253 0.05 -155.0625 24 35 45 1
104 253 0.05 -163.8125 34 21 49 1
104 253 0.05 -200.375 74 23 7 1
104 253 0.05 -162.8125 28 27 49 1
104 253 0.05 -181.875 31 28 45 1
104 253 0.05 -164.0625 32 28 44 1
104 253 0.05 -179.5 35 36 33 1
104 253 0.05 -143.875 18 42 44 1
104 253 0.05 -153.5 21 56 27 1
104 253 0.05 -180.875 56 27 21 1
104 253 0.05 -163.6875 21 39 44 1
104 253 0.05 -181.0625 32 20 52 1
104 253 0.05 -166.375 25 34 45 1
104 253 0.05 -166.5 26 46 32 1
104 253 0.05 -158.25 26 50 28 1
104 253 0.05 -176.75 62 33 9 1
104 253 0.05 -138.5 34 40 30 1
104 253 0.05 -164.125 39 27 38 1
104 253 0.05 -169.75 34 37 33 1
104 253 0.05 -166.6875 35 28 41 1
104 253 0.05 -154.9375 33 35 36 1
104 253 0.05 -162.375 26 44 34 1
104 253 0.05 -182.0 32 25 47 1
104 253 0.05 -192.1875 15 32 57 1
104 253 0.05 -169.25 4 42 58 1
104 253 0.05 -160.9375 26 37 41 1
104 253 0.05 -152.3125 30 54 20 1
104 253 0.05 -143.125 36 50 18 1
104 253 0.05 -141.125 20 47 37 1
104 253 0.05 -138.9375 29 35 40 1
104 253 0.05 -146.375 29 45 30 1
104 253 0.05 -149.6875 32 28 44 1
104 253 0.05 -162.625 30 41 33 1
104 253 0.05 -157.125 20 44 40 1
104 253 0.05 -187.3125 68 17 19 1
104 253 0.05 -155.5 33 40 31 1
104 253 0.05 -146.5625 39 44 21 1
104 253 0.05 -148.5625 21 35 48 1
104 253 0.05 -156.4375 59 35 10 1
104 253 0.05 -173.0625 26 28 50 1
104 253 0.05 -197.0 31 27 46 1
104 253 0.05 -159.4375 35 45 24 1
104 253 0.05 -172.25 62 34 8 1
104 253 0.05 -154.375 29 51 24 1
104 253 0.05 -156.5625 47 45 12 1
104 253 0.05 -149.625 31 31 42 1
104 253 0.05 -170.5 39 42 23 1
104 253 0.05 -155.625 49 33 22 1
104 253 0.05 -178.6875 42 42 20 1
104 253 0.05 -182.5625 59 25 20 1
104 253 0.05 -170.5 23 38 43 1
104 253 0.05 -185.625 36 27 41 1
104 253 0.05 -164.3125 39 35 30 1
104 253 0.05 -167.0625 24 54 26 1
104 253 0.05 -208.3125 57 15 32 1
104 253 0.05 -156.8125 32 42 30 1
104 253 0.05 -159.875 18 28 58 1
104 253 0.05 -154.375 14 37 53 1
104 253 0.05 -137.1875 27 52 25 1
104 253 0.05 -177.125 51 27 26 1
104 253 0.05 -174.5 51 23 30 1
104 253 0.05 -146.4375 32 28 44 1
104 253 0.05 -183.0625 25 33 46 1
104 253 0.05 -143.125 23 35 46 1
104 253 0.05 -149.625 27 48 29 1
104 253 0.05 -165.0625 22 50 32 1
104 253 0.05 -164.3125 31 41 32 1
104 253 0.05 -158.9375 29 34 41 1
104 253 0.05 -190.5 41 38 25 1
104 253 0.05 -154.3125 44 31 29 1
104 253 0.05 -138.625 29 61 14 1
104 253 0.05 -169.6875 38 46 20 1
104 253 0.05 -174.0 52 27 25 1
104 253 0.05 -162.9375 30 39 35 1
104 253 0.05 -179.625 49 22 33 1
104 253 0.05 -162.0 29 42 33 1
104 253 0.05 -175.4375 38 34 32 1
104 253 0.05 -143.75 37 48 19 1
104 253 0.05 -151.6875 22 55 27 1
104 253 0.05 -185.4375 54 22 28 1
104 253 0.05 -156.75 30 39 35 1
104 253 0.05 -170.5 13 46 45 1
104 253 0.05 -175.875 28 34 42 1
104 253 0.05 -151.75 47 29 28 1
104 253 0.05 -159.4375 39 45 20 1
104 253 0.05 -150.375 21 52 31 1
104 253 0.05 -156.5 34 33 37 1
104 253 0.05 -147.5625 39 37 28 1
104 253 0.05 -151.75 10 39 55 1
104 253 0.05 -163.4375 49 50 5 1
104 253 0.05 -174.75 21 36 47 1
104 253 0.05 -166.1875 13 39 52 1
104 253 0.05 -183.1875 39 17 48 1
104 253 0.05 -179.0 38 40 26 1
104 253 0.05 -177.125 59 28 17 1
104 253 0.05 -165.125 38 31 35 1
104 253 0.05 -153.1875 41 23 40 1
104 253 0.05 -153.1875 29 50 25 1
104 253 0.05 -145.9375 26 42 36 1
104 253 0.05 -195.625 45 29 30 1
104 253 0.05 -192.1875 48 30 26 1
104 253 0.05 -184.5 32 23 49 1
104 253 0.05 -166.8125 30 34 40 1
104 253 0.05 -152.0 41 54 9 1
104 253 0.05 -134.75 23 53 28 1
104 253 0.05 -150.0 28 49 27 1
104 253 0.05 -160.375 47 34 23 1
104 253 0.05 -167.875 61 27 16 1
104 253 0.05 -138.1875 29 36 39 1
104 253 0.05 -134.9375 29 44 31 1
104 253 0.05 -165.8125 31 45 28 1
104 253 0.05 -157.875 22 29 53 1
104 253 0.05 -175.75 29 25 50 1
104 253 0.05 -161.875 18 34 52 1
104 253 0.05 -144.125 30 58 16 1
104 253 0.05 -153.1875 43 31 30 1
104 253 0.05 -160.6875 31 49 24 1
104 253 0.05 -151.4375 50 28 26 1
104 253 0.05 -160.25 39 34 31 1
104 253 0.05 -157.9375 44 38 22 1
104 253 0.05 -157.875 27 58 19 1
104 253 0.05 -163.4375 34 57 13 1
104 253 0.05 -140.5625 39 44 21 1
104 253 0.05 -150.1875 29 47 28 1
104 253 0.05 -129.9375 18 69 17 1
104 253 0.05 -159.5 23 50 31 1
104 253 0.05 -154.1875 10 52 42 1
104 253 0.05 -136.9375 30 54 20 1
104 253 0.05 -155.4375 34 37 33 1
104 253 0.05 -142.0 13 34 57 1
104 253 0.05 -151.9375 22 48 34 1
104 253 0.05 -160.0625 27 52 25 1
104 253 0.05 -162.0625 41 37 26 1
104 253 0.05 -131.8125 20 54 30 1
104 253 0.05 -174.4375 32 41 31 1
104 253 0.05 -146.0625 45 52 7 1
104 253 0.05 -150.5 25 50 29 1
104 253 0.05 -185.4375 19 36 49 1
104 253 0.05 -176.3125 48 27 29 1
104 253 0.05 -154.75 36 21 47 1
104 253 0.05 -176.375 50 22 32 1
104 253 0.05 -140.3125 32 36 36 1
104 253 0.05 -119.3125 23 58 23 1
104 253 0.05 -190.5 15 25 64 1
104 253 0.05 -161.4375 53 41 10 1
104 253 0.05 -152.4375 29 56 19 1
104 253 0.05 -143.25 32 57 15 1
104 253 0.05 -147.8125 21 36 47 1
104 253 0.05 -162.0625 40 26 38 1
104 253 0.05 -173.75 3 39 62 1
104 253 0.05 -158.375 21 34 49 1
104 253 0.05 -174.5625 41 19 44 1
104 253 0.05 -177.25 35 28 41 1
104 253 0.05 -138.375 23 57 24 1
104 253 0.05 -134.3125 38 43 23 1
104 253 0.05 -172.1875 32 32 40 1
104 253 0.05 -176.875 15 25 64 1
104 253 0.05 -144.9375 27 41 36 1
104 253 0.05 -197.4375 25 24 55 1
104 253 0.05 -165.5625 43 40 21 1
104 253 0.05 -178.3125 18 41 45 1
104 253 0.05 -153.9375 13 45 46 1
104 253 0.05 -158.9375 39 47 18 1
104 253 0.05 -156.8125 36 44 24 1
104 253 0.05 -125.875 17 36 51 1
104 253 0.05 -139.8125 35 49 20 1
104 253 0.05 -141.625 16 36 52 1
104 253 0.05 -199.25 20 21 63 1
104 253 0.05 -161.625 44 33 27 1
104 253 0.05 -153.125 25 46 33 1
104 253 0.05 -146.0 16 46 42 1
104 253 0.05 -192.9375 66 36 2 1
104 253 0.05 -147.5 22 46 36 1
104 253 0.05 -144.875 23 44 37 1
104 253 0.05 -173.3125 37 43 24 1
104 253 0.05 -175.375 57 20 27 1
104 253 0.05 -136.125 32 30 42 1
104 253 0.05 -186.6875 38 19 47 1
104 253 0.05 -156.875 36 42 26 1
104 253 0.05 -172.4375 19 43 42 1
104 253 0.05 -134.1875 42 44 18 1
104 253 0.05 -148.75 30 41 33 1
104 253 0.05 -149.4375 51 26 27 1
104 253 0.05 -143.4375 29 51 24 1
