0 NaN
1 345 104
2 NaN
3 NaN
4 2839 104
5 8114 104
6 NaN
7 NaN
8 NaN
9 41794 -104
10 1525 104
11 953 104
12 NaN
13 946 -104
14 NaN
15 NaN
16 NaN
17 NaN
18 NaN
19 NaN
20 19644 -104
21 NaN
22 NaN
23 25275 104
24 NaN
25 NaN
26 NaN
27 3314 104
28 168 -104
29 NaN
30 34086 -104
31 NaN
32 NaN
33 NaN
34 NaN
35 NaN
36 NaN
37 NaN
38 NaN
39 NaN
40 NaN
41 NaN
42 NaN
43 NaN
44 NaN
45 NaN
46 NaN
47 NaN
48 NaN
49 35 -104
50 NaN
51 NaN
52 NaN
53 NaN
54 301 -104
55 NaN
56 NaN
57 NaN
58 7549 -104
59 26587 104
60 NaN
61 NaN
62 NaN
63 NaN
64 NaN
65 NaN
66 NaN
67 NaN
68 NaN
69 NaN
70 30363 -104
71 NaN
72 NaN
73 NaN
74 8059 104
75 NaN
76 NaN
77 724 -104
78 NaN
79 17812 -104
80 NaN
81 NaN
82 NaN
83 NaN
84 NaN
85 NaN
86 25033 104
87 10945 104
88 NaN
89 NaN
90 NaN
91 NaN
92 13116 104
93 NaN
94 NaN
95 NaN
96 NaN
97 18749 -104
98 NaN
99 NaN
