0 225 104
1 NaN
2 2750 104
3 NaN
4 NaN
5 NaN
6 1370 104
7 549 104
8 NaN
9 NaN
10 NaN
11 NaN
12 470 104
13 NaN
14 NaN
15 NaN
16 NaN
17 343 -104
18 NaN
19 NaN
20 NaN
21 148 104
22 NaN
23 NaN
24 NaN
25 19 -104
26 177 104
27 NaN
28 NaN
29 NaN
30 NaN
31 NaN
32 NaN
33 NaN
34 758 -104
35 1397 104
36 NaN
37 NaN
38 NaN
39 NaN
40 NaN
41 6 104
42 NaN
43 NaN
44 NaN
45 1142 104
46 NaN
47 NaN
48 NaN
49 2335 -104
50 46 -104
51 445 104
52 300 104
53 NaN
54 NaN
55 461 104
56 211 104
57 NaN
58 2004 104
59 NaN
60 NaN
61 NaN
62 NaN
63 224 -104
64 NaN
65 NaN
66 NaN
67 NaN
68 NaN
69 255 104
70 848 104
71 609 -104
72 NaN
73 NaN
74 NaN
75 15 104
76 NaN
77 NaN
78 690 104
79 NaN
80 NaN
81 NaN
82 490 104
83 NaN
84 NaN
85 NaN
86 111 -104
87 NaN
88 NaN
89 NaN
90 NaN
91 628 104
92 NaN
93 NaN
94 NaN
95 NaN
96 NaN
97 NaN
98 NaN
99 NaN
