0 1328 0
1 642 0
2 258 0
3 49 0
4 193 0
5 2954 0
6 80 0
7 586 0
8 23 0
9 1114 0
10 382 0
11 1353 0
12 1034 0
13 344 0
14 339 0
15 400 0
16 1177 0
17 691 0
18 105 0
19 64 0
20 894 0
21 317 0
22 247 0
23 852 0
24 376 0
25 650 0
26 326 0
27 881 0
28 435 0
29 192 0
30 1076 0
31 975 0
32 208 0
33 404 0
34 262 0
35 645 0
36 14 0
37 113 0
38 950 0
39 80 0
40 634 0
41 381 0
42 638 0
43 183 0
44 781 0
45 48 0
46 29 0
47 99 0
48 1141 0
49 1789 0
50 93 0
51 105 0
52 253 0
53 1693 0
54 1515 0
55 200 0
56 215 0
57 270 0
58 932 0
59 190 0
60 806 0
61 53 0
62 44 0
63 225 0
64 159 0
65 290 0
66 1143 0
67 364 0
68 286 0
69 38 0
70 221 0
71 896 0
72 878 0
73 555 0
74 293 0
75 131 0
76 445 0
77 511 0
78 322 0
79 830 0
80 1150 0
81 39 0
82 111 0
83 358 0
84 87 0
85 220 0
86 1003 0
87 540 0
88 489 0
89 1870 0
90 176 0
91 644 0
92 197 0
93 154 0
94 199 0
95 648 0
96 54 0
97 15 0
98 17 0
99 488 0
