0 242 -104
1 2367 -104
2 1063 -104
3 588 104
4 169 -104
5 926 -104
6 554 104
7 779 104
8 154 -104
9 1033 -104
10 3520 -104
11 5335 -104
12 3230 -104
13 1388 -104
14 1362 -104
15 6426 104
16 1102 104
17 2600 104
18 3409 -104
19 529 104
20 190 -104
21 1204 104
22 794 104
23 2016 -104
24 2034 -104
25 1746 104
26 958 -104
27 4121 104
28 89 104
29 783 104
30 1839 -104
31 828 104
32 2813 104
33 312 -104
34 152 104
35 2052 -104
36 3471 104
37 225 -104
38 465 -104
39 5931 -104
40 224 -104
41 4861 -104
42 1051 104
43 1612 104
44 4290 104
45 1393 -104
46 375 104
47 949 104
48 3331 -104
49 609 -104
50 1187 104
51 1066 104
52 71 104
53 303 -104
54 1300 -104
55 1123 -104
56 933 104
57 672 104
58 96 -104
59 3110 104
60 2694 104
61 57 -104
62 183 -104
63 3304 -104
64 441 104
65 306 104
66 359 104
67 209 104
68 158 104
69 226 104
70 278 104
71 3170 -104
72 820 104
73 62 -104
74 763 104
75 1040 -104
76 458 104
77 253 -104
78 4261 -104
79 1341 104
80 1104 104
81 45 104
82 1188 -104
83 427 -104
84 4184 104
85 112 -104
86 2972 -104
87 1364 -104
88 1945 104
89 463 104
90 2008 -104
91 7153 -104
92 102 104
93 1931 -104
94 43 -104
95 343 104
96 780 -104
97 1585 -104
98 1998 -104
99 863 -104
