0 1695 0
1 148 0
2 59 0
3 297 0
4 746 0
5 14 0
6 1333 0
7 18 0
8 428 0
9 15 0
10 15 0
11 293 0
12 360 0
13 399 0
14 325 0
15 16 0
16 9 0
17 1534 0
18 5 0
19 892 0
20 296 0
21 779 0
22 622 0
23 6 0
24 466 0
25 12 0
26 446 0
27 2 0
28 91 0
29 9 0
30 69 0
31 5 0
32 4 0
33 554 0
34 371 0
35 1155 0
36 1058 0
37 631 0
38 43 0
39 1113 0
40 293 0
41 109 0
42 4 0
43 7 0
44 81 0
45 128 0
46 2 0
47 740 0
48 30 0
49 1114 0
50 5 0
51 31 0
52 456 0
53 2215 0
54 1085 0
55 317 0
56 346 0
57 1173 0
58 5118 0
59 464 0
60 20 0
61 55 0
62 11 0
63 399 0
64 20 0
65 403 0
66 441 0
67 395 0
68 23 0
69 3 0
70 178 0
71 201 0
72 200 0
73 5093 0
74 310 0
75 45 0
76 1538 0
77 851 0
78 140 0
79 751 0
80 13 0
81 32 0
82 111 0
83 1484 0
84 4 0
85 3 0
86 66 0
87 75 0
88 1463 0
89 464 0
90 1020 0
91 17 0
92 1314 0
93 7 0
94 22 0
95 25 0
96 1167 0
97 1123 0
98 84 0
99 1170 0
