0 NaN
1 NaN
2 NaN
3 19 104
4 110 104
5 NaN
6 252 -104
7 29 104
8 NaN
9 19 104
10 14 104
11 4415 104
12 62 -104
13 6368 104
14 NaN
15 392 -104
16 840 -104
17 NaN
18 NaN
19 NaN
20 NaN
21 28 -104
22 NaN
23 NaN
24 NaN
25 25 104
26 73 -104
27 46 104
28 NaN
29 10 -104
30 NaN
31 84 104
32 38 -104
33 NaN
34 213 104
35 NaN
36 NaN
37 19 104
38 13 104
39 NaN
40 NaN
41 NaN
42 NaN
43 NaN
44 4219 -104
45 NaN
46 NaN
47 NaN
48 182 -104
49 NaN
50 NaN
51 NaN
52 NaN
53 NaN
54 NaN
55 NaN
56 NaN
57 28 104
58 NaN
59 NaN
60 219 -104
61 NaN
62 NaN
63 NaN
64 NaN
65 93 -104
66 NaN
67 NaN
68 NaN
69 197 104
70 27 -104
71 NaN
72 NaN
73 NaN
74 29 104
75 NaN
76 NaN
77 NaN
78 NaN
79 21 -104
80 NaN
81 87 -104
82 NaN
83 6904 104
84 208 -104
85 NaN
86 NaN
87 492 104
88 6031 104
89 13 -104
90 NaN
91 NaN
92 NaN
93 NaN
94 NaN
95 252 104
96 68 104
97 48 104
98 NaN
99 4812 104
