0 528 -104
1 NaN
2 NaN
3 93 104
4 NaN
5 NaN
6 NaN
7 10 104
8 NaN
9 NaN
10 147 -104
11 NaN
12 NaN
13 NaN
14 269 -104
15 NaN
16 1628 104
17 NaN
18 NaN
19 NaN
20 273 -104
21 NaN
22 NaN
23 NaN
24 NaN
25 NaN
26 105 104
27 5716 -104
28 NaN
29 NaN
30 NaN
31 NaN
32 1143 104
33 NaN
34 NaN
35 NaN
36 34 104
37 NaN
38 NaN
39 NaN
40 23 104
41 NaN
42 NaN
43 51 104
44 397 104
45 NaN
46 NaN
47 NaN
48 NaN
49 NaN
50 NaN
51 NaN
52 NaN
53 NaN
54 NaN
55 NaN
56 215 -104
57 NaN
58 NaN
59 NaN
60 15 104
61 NaN
62 NaN
63 80 104
64 8 -104
65 NaN
66 533 104
67 NaN
68 NaN
69 615 -104
70 NaN
71 NaN
72 121 -104
73 NaN
74 NaN
75 NaN
76 928 -104
77 NaN
78 NaN
79 NaN
80 NaN
81 NaN
82 NaN
83 NaN
84 23 -104
85 NaN
86 NaN
87 NaN
88 NaN
89 20 -104
90 92 -104
91 54 104
92 NaN
93 2105 -104
94 4018 104
95 NaN
96 34 -104
97 NaN
98 344 -104
99 NaN
