0	0.630384615384615
1	0.7794230769230771
2	0.8518269230769233
3	0.8837499999999996
4	0.8962499999999999
5	0.9003846153846154
6	0.9033653846153848
7	0.9065384615384616
8	0.9075000000000002
9	0.9086538461538463
10	0.9101923076923079
11	0.91125
12	0.9119230769230768
13	0.9132692307692305
14	0.9139423076923074
15	0.9147115384615381
16	0.9152884615384612
17	0.9157692307692302
18	0.9167307692307688
19	0.9173076923076918
20	0.9175961538461535
21	0.9178846153846151
22	0.9181730769230767
23	0.9182692307692305
24	0.9186538461538457
25	0.9189423076923073
26	0.919230769230769
27	0.9197115384615381
28	0.9198076923076921
29	0.9200961538461536
30	0.9201923076923074
31	0.9203846153846151
32	0.9207692307692307
33	0.9208653846153845
34	0.9209615384615384
35	0.9213461538461537
36	0.9213461538461537
37	0.9214423076923076
38	0.9214423076923076
39	0.9214423076923076
40	0.9215384615384614
41	0.9215384615384614
42	0.9217307692307692
43	0.9219230769230768
44	0.9222115384615382
45	0.9222115384615382
46	0.9222115384615382
47	0.9222115384615382
48	0.9222115384615382
49	0.9222115384615382
50	0.9222115384615382
51	0.922403846153846
52	0.9227884615384615
53	0.9228846153846152
54	0.9229807692307689
55	0.9230769230769228
56	0.9230769230769228
57	0.9230769230769228
58	0.9230769230769228
59	0.9231730769230766
60	0.9231730769230766
61	0.9232692307692305
62	0.9236538461538458
63	0.9236538461538458
64	0.9236538461538458
65	0.9237499999999997
66	0.9237499999999997
67	0.9238461538461535
68	0.9238461538461535
69	0.9238461538461535
70	0.9238461538461535
71	0.9238461538461535
72	0.9238461538461535
73	0.9238461538461535
74	0.9238461538461535
75	0.9238461538461535
76	0.9238461538461535
77	0.9238461538461535
78	0.9239423076923075
79	0.9239423076923075
80	0.924134615384615
81	0.924134615384615
82	0.924230769230769
83	0.924230769230769
84	0.924230769230769
85	0.924230769230769
86	0.9243269230769228
87	0.9243269230769228
88	0.9243269230769228
89	0.9243269230769228
90	0.9243269230769228
91	0.9245192307692305
92	0.9245192307692305
93	0.9245192307692305
94	0.9245192307692305
95	0.9245192307692305
96	0.9245192307692305
97	0.9245192307692305
98	0.9245192307692305
99	0.9245192307692305
