0 3345 0
1 1761 0
2 121 0
3 3044 0
4 NaN
5 1698 0
6 1943 0
7 NaN
8 NaN
9 1438 0
10 NaN
11 3312 0
12 NaN
13 NaN
14 3034 0
15 2336 0
16 2931 0
17 948 0
18 2140 0
19 1586 0
20 2586 0
21 4069 0
22 2222 0
23 567 0
24 4035 0
25 2380 0
26 2879 0
27 400 0
28 4217 0
29 NaN
30 2438 0
31 1545 0
32 4385 0
33 2255 0
34 5150 0
35 2162 0
36 NaN
37 14 0
38 5105 0
39 616 0
40 NaN
41 1444 0
42 NaN
43 NaN
44 3303 0
45 1486 0
46 174 0
47 6242 0
48 3128 0
49 6073 0
50 363 0
51 475 0
52 1769 0
53 4558 0
54 4041 0
55 NaN
56 3255 0
57 NaN
58 878 0
59 1559 0
60 1007 0
61 73 0
62 NaN
63 4813 0
64 3366 0
65 5986 0
66 2463 0
67 3250 0
68 529 0
69 1325 0
70 1847 0
71 NaN
72 NaN
73 3017 0
74 106 0
75 280 0
76 3839 0
77 118 0
78 3538 0
79 2625 0
80 NaN
81 1004 0
82 2956 0
83 7549 0
84 5630 0
85 466 0
86 7269 0
87 1476 0
88 3732 0
89 342 0
90 NaN
91 4333 0
92 2616 0
93 4479 0
94 112 0
95 NaN
96 1638 0
97 2401 0
98 3197 0
99 NaN
