

6	7	7	11	3	6	10	4	5	7	11	8	10	9	2	7	10	4	4	5	7	6	8	9	9	5	8	5	6	3	5	8	4	5	4	7	7	11	5	7	10	12	3	5	8	5	12	9	7	9	5	6	18	5	6	5	6	8	8	9	7	7	7	9	6	7	6	4	9	5	7	8	10	10	6	7	15	4	13	6	9	13	5	9	5	8	9	6	7	9	4	12	4	6	5	9	12	4	11	9	
